Brand Name,Manufacturer,BC
RODENBACH VINTAGE ALE,MHW LTD,403
ROGUE ALLEGRO COFFEE PORTER,OREGON BREWING CO INC,201
ROGUE AMERICAN AMBER ALE,OREGON BREWING CO INC,201
ROGUE ANNIVERSARY ALE,OREGON BREWING CO INC,201
ROGUE BEARD BEER,OREGON BREWING CO INC,201
ROGUE BRUTAL BITTER ALE,OREGON BREWING CO INC,201
ROGUE BUCKWHEAT ALE,OREGON BREWING CO INC,201
ROGUE CAPTAIN SIG'S NORTHWESTERN ALE,OREGON BREWING CO INC,201
ROGUE CHIPOTLE ALE,OREGON BREWING CO INC,201
ROGUE CHOCOLATE STOUT,OREGON BREWING CO INC,201
ROGUE DAD'S LITTLE HELPER BLACK IPA,OREGON BREWING CO INC,201
ROGUE DEAD GUY ALE,OREGON BREWING CO INC,201
ROGUE DEADLIEST CATCH,OREGON BREWING CO INC,201
ROGUE DOUBLE CHOCOLATE STOUT,OREGON BREWING CO INC,201
ROGUE FARMS 7 HOP IPA,OREGON BREWING CO INC,201
ROGUE FARMS DIRTOIR BLACK LAGER,OREGON BREWING CO INC,201
ROGUE FARMS FRESH ROAST ALE,OREGON BREWING CO INC,201
ROGUE FARMS GOOD CHIT PILSNER,OREGON BREWING CO INC,201
ROGUE FARMS HONEY KOLSCH STYLE ALE,OREGON BREWING CO INC,201
ROGUE FARMS MARIONBERRY BRAGGOT,OREGON BREWING CO INC,201
ROGUE FARMS OREGASMIC ALE,OREGON BREWING CO INC,201
ROGUE FARMS PUMPKIN SAVIOR ALE,OREGON BREWING CO INC,201
ROGUE FARMS ROGUENBIER RYE ALE,OREGON BREWING CO INC,201
ROGUE FARMS SINGLE MALT ALE,OREGON BREWING CO INC,201
ROGUE FARMS WET HOP ALE,OREGON BREWING CO INC,201
ROGUE HAZELNUT BROWN NECTAR ALE,OREGON BREWING CO INC,201
ROGUE INTEGRITY ALE,OREGON BREWING CO INC,201
ROGUE IRISH STYLE LAGER,OREGON BREWING CO INC,201
ROGUE JUNIPER PALE ALE,OREGON BREWING CO INC,201
ROGUE MOCHA PORTER,OREGON BREWING CO INC,201
ROGUE MOM HEFEWEIZEN ALE,OREGON BREWING CO INC,201
ROGUE MONK SEAL ALE,OREGON BREWING CO INC,201
ROGUE MORIMOTO BLACK OBI SOBA ALE,OREGON BREWING CO INC,201
ROGUE MORIMOTO IMPERIAL PILSNER,OREGON BREWING CO INC,201
ROGUE MORIMOTO SOBA ALE,OREGON BREWING CO INC,201
ROGUE NATION BRUTAL IPA,OREGON BREWING CO INC,201
ROGUE NEW CRUSTACEAN BARLEYWINEISH IMPERIAL IPA,OREGON BREWING CO INC,201
ROGUE ONE BREW OVER THE CUCKOO'S NEST ALE,OREGON BREWING CO INC,201
ROGUE RED FOX AMBER ALE,OREGON BREWING CO INC,201
ROGUE SANTA'S PRIVATE RESERVE ALE,OREGON BREWING CO INC,201
ROGUE SHAKESPEARE STOUT,OREGON BREWING CO INC,201
ROGUE SRIRACHA HOT STOUT BEER,OREGON BREWING CO INC,201
ROGUE VOODOO DOUGHNUT BACON MAPLE PORTER,OREGON BREWING CO INC,201
ROGUE VOODOO DOUGHNUT LEMON CHIFFON CRUELLER ALE,OREGON BREWING CO INC,201
ROGUE VOODOO DOUGHNUT PRETZEL RASPBERRY & CHOCOLATE ALE,OREGON BREWING CO INC,201
ROGUE WHITE CRANE BITTER ALE,OREGON BREWING CO INC,201
ROGUE XS DEAD GUY ALE,OREGON BREWING CO INC,201
ROGUE XS IMPERIAL PALE ALE,OREGON BREWING CO INC,201
ROGUE XS IMPERIAL STOUT,OREGON BREWING CO INC,201
ROGUE XS OLD CRUSTACEAN BARLEYWINE STYLE ALE,OREGON BREWING CO INC,201
ROGUE YELLOW SNOW IPA,OREGON BREWING CO INC,201
ROLLING FOG BARLEYWINE (OPO),TURKEY HILL INN INC,1016
ROLLING ROCK,ANHEUSER-BUSCH LLC,53
ROLLING ROCK AMBER,ANHEUSER-BUSCH LLC,53
ROONEY'S LAGER,ROONEY'S BEER CO LLC,903
ROONEY'S OLD IRISH STYLE ALE,ROONEY'S BEER CO LLC,903
ROSE DE GAMBRINUS,SHELTON BROTHERS INC,418
ROTATING DARK BEER (OPO),CRAFTWORKS RESTAURANTS AND,520
ROTHAUS PILS,ST KILLIAN IMPORTING CO INC,60
ROUND GUYS AMATEUR HOUR,ROUND GUYS BREWING COMPANY,920
ROUND GUYS CYRANO,ROUND GUYS BREWING COMPANY,920
ROUND GUYS DEAD SOULS,ROUND GUYS BREWING COMPANY,920
ROUND GUYS DOG DAYS SUMMER ALE,ROUND GUYS BREWING COMPANY,920
ROUND GUYS FAT BOB XVII,ROUND GUYS BREWING COMPANY,920
ROUND GUYS FEAR OF A BRETT PLANET,ROUND GUYS BREWING COMPANY,920
ROUND GUYS FUZZY MUTTNESS,ROUND GUYS BREWING COMPANY,920
ROUND GUYS GLUTENUS MINIMUS,ROUND GUYS BREWING COMPANY,920
ROUND GUYS HIPSTER FROGGER ALE,ROUND GUYS BREWING COMPANY,920
ROUND GUYS K-I-N-TUCKY SAISON,ROUND GUYS BREWING COMPANY,920
ROUND GUYS KISS OFF,ROUND GUYS BREWING COMPANY,920
ROUND GUYS LANSDALE LAGER,ROUND GUYS BREWING COMPANY,920
ROUND GUYS LAST WALTZ IMPERIAL PORTER,ROUND GUYS BREWING COMPANY,920
ROUND GUYS LIVING'S EASY CASK ALE,ROUND GUYS BREWING COMPANY,920
ROUND GUYS MOONLIT FUZZY MUTTINESS STOUT,ROUND GUYS BREWING COMPANY,920
ROUND GUYS PAGAN POETRY,ROUND GUYS BREWING COMPANY,920
ROUND GUYS SAISON DU POMME ALE,ROUND GUYS BREWING COMPANY,920
ROUND GUYS SANCTIFIED ALE,ROUND GUYS BREWING COMPANY,920
ROUND GUYS SILVERBACK SERIES ALE,ROUND GUYS BREWING COMPANY,920
ROUND GUYS SOULLESS DAYWALKER,ROUND GUYS BREWING COMPANY,920
ROUND GUYS STRANGE OVERTONES,ROUND GUYS BREWING COMPANY,920
ROUND GUYS SUNDOWN SAISON,ROUND GUYS BREWING COMPANY,920
ROUND GUYS THE BARREL RIDER,ROUND GUYS BREWING COMPANY,920
ROUND GUYS THE BERLINER,ROUND GUYS BREWING COMPANY,920
ROUND GUYS WALLFLOWER WHEAT,ROUND GUYS BREWING COMPANY,920
ROUND GUYS WILD EYES SERIES,ROUND GUYS BREWING COMPANY,920
ROUNDABOUT BLACK POSSUM (OPO),JAMES HENRY LLC,986
ROUNDABOUT CHERRY OATMEAL BROWN (OPO),JAMES HENRY LLC,986
ROUNDABOUT FERDL WEISS (OPO),JAMES HENRY LLC,986
ROUNDABOUT GINGA WHEAT (OPO),JAMES HENRY LLC,986
ROUNDABOUT GUI (OPO),JAMES HENRY LLC,986
ROUNDABOUT HEINI'S GOOD CHEER (OPO),JAMES HENRY LLC,986
ROUNDABOUT HY-PA (OPO),JAMES HENRY LLC,986
ROUNDABOUT HYER-PA (OPO),JAMES HENRY LLC,986
ROUNDABOUT JACKED UP O'LANTERN (OPO),JAMES HENRY LLC,986
ROUNDABOUT NEW ZEALAND SUMMER WINTER WARMER (OPO),JAMES HENRY LLC,986
ROUNDABOUT OCTOBERFEST (OPO),JAMES HENRY LLC,986
ROUNDABOUT PACIFIC RING IPA (OPO),JAMES HENRY LLC,986
ROUNDABOUT POLISH HILL PILS (OPO),JAMES HENRY LLC,986
ROUNDABOUT POOR MAN'S BREW HOUSE MILK STOUT (OPO),JAMES HENRY LLC,986
ROUNDABOUT POT HAT CIDER (OPO),JAMES HENRY LLC,986
ROUNDABOUT RUSTED ROUTE (OPO),JAMES HENRY LLC,986
ROUNDABOUT STILL SUMMER SAISON (OPO),JAMES HENRY LLC,986
ROUNDABOUT THE COMMONER (OPO),JAMES HENRY LLC,986
ROUNDABOUT TROMPE LE MONDE (OPO),JAMES HENRY LLC,986
ROUNDER EXPRESSIONIST,MILLERCOORS LLC,741
ROUTE 113 INDIA PALE ALE,SLY FOX BREWING COMPANY INC,628
ROWHOUSE RED,PHILADELPHIA BREWERS & BOTTLERS LLC,725
ROY-PITZ DOC'S PALE ALE,ROY-PITZ BREWING CO LLC,734
ROYAL JAMAICAN GINGER BEER,INTERNATIONAL DISTILLERS &,1061
ROYAL WEISSE ALE,SLY FOX BREWING COMPANY INC,628
RUBUS-LAMPONI ALE,B UNITED INTERNATIONAL INC,245
RUDDLES COUNTY ALE,VINO.COM LLC,581
RUDE ELF'S RESERVE,FEGLEY ENTERPRISES II INC,678
RUEDRICH'S RED SEAL ALE,NORTH COAST BREWING COMPANY,211
RUMSPRINGA,LANCASTER BREWING COMPANY,536
RUMSPRINGA SPECIALTY ALE (OPO),MAZZA VINEYARDS INC,481
RUSSIAN RIVER FRAMBOISE FOR A CURE,23 BOTTLES OF BEER LLC,606
RUSSIAN RIVER REDEMPTION,23 BOTTLES OF BEER LLC,606
RUSSIAN RIVER SANCTIFICATION,23 BOTTLES OF BEER LLC,606
RUSTBELT AMBER ALE,SFBW INC,645
RUSTIC HORIZON RED ALE,TWISTED MANZANITA ALES,1055
RYE HATTER INDIA PALE AELE,NEW HOLLAND BREWING COMPANY,574
SAFE HARBOR AMERICAN BLONDE ALE,COTTRELL BREWING COMPANY LLC,724
SAGRES BEER,"SARAIVA ENTERPRISES, INC.",879
SAH'TEA,DOGFISH HEAD CRAFT BREWERY INC,334
SAINT BENJAMIN BONNE ANNEE (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN BRANDYWINE BARLEYWINE (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN CERVEZA DE MAIZE (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN FOUL WEATHER JACK (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN HOPLIGATION (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN INCA (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN KOFFEE KOLSCH (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN LE BON BOCK (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN LIAISON SAISON (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN LITTLE PEAT (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN MME.B (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN SAISON DU JOUR (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN TRANSCONTINENTAL (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN TROUBLESHOOTER PALE ALE (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BENJAMIN UNITED RED ALE (OPO),SAINT BENJAMIN BREWING COMPANY,1075
SAINT BONIFACE 3 LB IPA,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE BLACK CURRANT STOUT,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE BULLS HEAD BITTER ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE BULLS HEAD MILD ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE EPIPHANY BELGIAN STYLE DUBBEL ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE EXTRA SPECIAL BITTER ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE HEGEMONY IMPERIAL STOUT,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE LIBATION DOUBLE INDIA PALE ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE OFFERINGS,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE PALDEIA PALE ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE SCOTTISH 60 SHILLING ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE TRIPEL BELGIAN STYLE ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT BONIFACE WHEAT ALE,SAINT BONIFACE CRAFT BREWING COMPANY,852
SAINT PETERSBURG IMPERIAL RUSSIAN STOUT,B UNITED INTERNATIONAL INC,245
SAISON BELGIAN ALE,YARDS BREWING COMPANY,230
SAISON D'ERPE MERE,B UNITED INTERNATIONAL INC,245
SAISON DE SILLLY BELGIAN ALE,WIN-IT-TOO INC,271
SAISON DU LEVER DU SOLEIL ALE,BUCKS COUNTY BREWERY LLC,1034
SAISON DUPONT CUVEE DRY HOPPING 2014,VINO.COM LLC,581
SAISON DUPONT FARMHOUSE ALE,VINO.COM LLC,581
SAISON VOS,SLY FOX BREWING COMPANY INC,628
SAKU PORTER,STANLEY STAWSKI DISTRIBUTING CO INC,209
SALVATION DARK ALE,23 BOTTLES OF BEER LLC,606
SAM ADAMS LIGHT,BOSTON BEER CORPORATION,492
SAM STOUT,BOSTON BEER CORPORATION,492
SAMICHLAUS BIER,WETTEN IMPORTERS INC,212
SAMICHLAUS HELLES,WETTEN IMPORTERS INC,212
SAMUEL ADAMS ALPINE SPRING,BOSTON BEER CORPORATION,492
SAMUEL ADAMS AMERICAN KRIEK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BACKWOODS PORTER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BELGIAN SESSION,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BLACK & BREW COFFEE STOUT,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BLACK HARBOR STOUT,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BLACK LAGER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BLACKBERRY WITBIER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BLUEBERRY HILL LAGER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BONFIRE RAUCHBIER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BOSTON ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BOSTON LAGER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS BROWN ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CHERRY CHOCOLATE BOCK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CHERRY WHEAT,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CHOCOLATE BOCK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CHOCOLATE SQUIRREL,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CINDER BOCK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS COASTAL WHEAT,BOSTON BEER CORPORATION,492
SAMUEL ADAMS COLD SNAP,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CRANBERRY LAMBIC,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CREAM STOUT,BOSTON BEER CORPORATION,492
SAMUEL ADAMS CRYSTAL PALE ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DARK DEPTHS,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DOUBLE AGENT IPL,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DOUBLE BLACK LAGER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DOUBLE BOCK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DOUBLE PILSNER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DOUBLE PUMPKIN ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DOWNTIME PILSNER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS DUNKELWEIZEN,BOSTON BEER CORPORATION,492
SAMUEL ADAMS EAST KENT GOLDINGS IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS EAST-WEST KOLSCH,BOSTON BEER CORPORATION,492
SAMUEL ADAMS ESCAPE ROUTE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS FAT JACK DOUBLE PUMPKIN,BOSTON BEER CORPORATION,492
SAMUEL ADAMS GRIFFIN'S BOW,BOSTON BEER CORPORATION,492
SAMUEL ADAMS GRUMPY MONK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HALLERTAU IMPERIAL PILSNER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HALLERTAU MITTLEFREUH IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HARVEST PUMPKIN ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HARVEST SAISON,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HAZEL BROWN,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HELLES BOCK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HOLIDAY PORTER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HONEY PORTER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS HONEY QUEEN,BOSTON BEER CORPORATION,492
SAMUEL ADAMS IMPERIAL DOUBLE BOCK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS IMPERIAL STOUT,BOSTON BEER CORPORATION,492
SAMUEL ADAMS IMPERIAL WHITE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS IRISH RED,BOSTON BEER CORPORATION,492
SAMUEL ADAMS JUNIPER IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS KMF GRAND CRU,BOSTON BEER CORPORATION,492
SAMUEL ADAMS LATITUDE 48 IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS LITTLE WHITE RYE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS MAPLE PECAN PORTER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS MERRY MAKER GINGERBREAD STOUT,BOSTON BEER CORPORATION,492
SAMUEL ADAMS MIGHTY OAK ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS MOSIAC IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS NEW WORLD TRIPEL,BOSTON BEER CORPORATION,492
SAMUEL ADAMS NOBLE PILS,BOSTON BEER CORPORATION,492
SAMUEL ADAMS NORSE LEGEND,BOSTON BEER CORPORATION,492
SAMUEL ADAMS OAK-AGED PORTER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS OAKED DUNKEL,BOSTON BEER CORPORATION,492
SAMUEL ADAMS OCTOBERFEST,BOSTON BEER CORPORATION,492
SAMUEL ADAMS OLD FEZZIWIG ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS PALE ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS PORCH ROCKER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS REBEL IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS REBEL RIDER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS REBEL ROUSER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS REVOLUTIONARY RYE ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS ROGGEN WOLF,BOSTON BEER CORPORATION,492
SAMUEL ADAMS RUBY MILD,BOSTON BEER CORPORATION,492
SAMUEL ADAMS RUSTIC SAISON,BOSTON BEER CORPORATION,492
SAMUEL ADAMS SCOTCH ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS SIMCOE IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS SPICED PEACH,BOSTON BEER CORPORATION,492
SAMUEL ADAMS STONEY BROOK RED,BOSTON BEER CORPORATION,492
SAMUEL ADAMS SUMMER ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS TASMAN RED IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS TETRAVIS,BOSTON BEER CORPORATION,492
SAMUEL ADAMS THE GOLDEN YUZU,BOSTON BEER CORPORATION,492
SAMUEL ADAMS THE VIXEN,BOSTON BEER CORPORATION,492
SAMUEL ADAMS THIRD VOYAGE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS THIRTEENTH HOUR,BOSTON BEER CORPORATION,492
SAMUEL ADAMS TRIPLE BOCK,BOSTON BEER CORPORATION,492
SAMUEL ADAMS UTOPIA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS VERLOREN,BOSTON BEER CORPORATION,492
SAMUEL ADAMS WEE HEAVY,BOSTON BEER CORPORATION,492
SAMUEL ADAMS WHITE ALE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS WHITE CHRISTMAS,BOSTON BEER CORPORATION,492
SAMUEL ADAMS WHITE LANTERN,BOSTON BEER CORPORATION,492
SAMUEL ADAMS WHITEWATER IPA,BOSTON BEER CORPORATION,492
SAMUEL ADAMS WINTER LAGER,BOSTON BEER CORPORATION,492
SAMUEL ADAMS WORD FOR THE WEISSE,BOSTON BEER CORPORATION,492
SAMUEL ADAMS ZEUS IPA,BOSTON BEER CORPORATION,492
SAMUEL BLOOM BROWN ALE (OPO),TURKEY HILL INN INC,1016
SAMUEL SMITH IMPERIAL STOUT,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH INDIA ALE,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH NUT BROWN ALE,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH OATMEAL STOUT,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH ORGANIC APRICOT ALE,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH ORGANIC CHERRY,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH ORGANIC CHOCOLATE STOUT,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH ORGANIC PALE ALE,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH ORGANIC RASPBERRY,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH ORGANIC STRAWBERRY,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH PURE BREWED ORGANIC LAGER,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH TADDY PORTER,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH WINTER WELCOME,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH YORKSHIRE STINGO ALE,GOURMET BEER INTERNATIONAL INC,48
SAMUEL SMITH'S ORGANIC CIDER,GOURMET BEER INTERNATIONAL INC,48
SAN MIG LIGHT,GLOBAL VILLAGE IMPORTS LLC,462
SAN MIGUEL CERVEZA NEGRA,GLOBAL VILLAGE IMPORTS LLC,462
SAN MIGUEL PALE PILSEN BEER,GLOBAL VILLAGE IMPORTS LLC,462
SANKATY LIGHT LAGER,CISCO BREWERS INC,691
SANTA'S LITTLE HELPER,PORT BREWING LLC,656
SAP SUCKER MAPLE PORTER,THE VINEYARD AT HERSHEY LLC,1023
SAPPORO PREMIUM BEER,SAPPORO USA INC,102
SAPPORO PREMIUM LIGHT,SAPPORO USA INC,102
SAPPORO RESERVE,SAPPORO USA INC,102
SARANAC 4059' PORTER,MATT BREWING COMPANY INC,65
SARANAC ADIRONDACK LAGER,MATT BREWING COMPANY INC,65
SARANAC BLACK FOREST LAGER,MATT BREWING COMPANY INC,65
SARANAC CARAMEL PORTER,MATT BREWING COMPANY INC,65
SARANAC CHAI BROWN ALE,MATT BREWING COMPANY INC,65
SARANAC DARKTOBERFEST,MATT BREWING COMPANY INC,65
SARANAC DISRUPTION NITRO,MATT BREWING COMPANY INC,65
SARANAC GOAT RODEO,MATT BREWING COMPANY INC,65
SARANAC HEART OF THE HOP,MATT BREWING COMPANY INC,65
SARANAC HIGH PEAKS CHOCOLATE ORANGE,MATT BREWING COMPANY INC,65
SARANAC IMMORTALITY,MATT BREWING COMPANY INC,65
SARANAC IMPERIAL INDIA PALE ALE,MATT BREWING COMPANY INC,65
SARANAC IMPERIAL STOUT,MATT BREWING COMPANY INC,65
SARANAC INTO THE DARK,MATT BREWING COMPANY INC,65
SARANAC LEGACY IPA,MATT BREWING COMPANY INC,65
SARANAC LONG JOHN LAGER,MATT BREWING COMPANY INC,65
SARANAC OCTOBERFEST,MATT BREWING COMPANY INC,65
SARANAC PALE ALE,MATT BREWING COMPANY INC,65
SARANAC PRISM WHITE ALE,MATT BREWING COMPANY INC,65
SARANAC PUMPKIN ALE,MATT BREWING COMPANY INC,65
SARANAC SHANDY,MATT BREWING COMPANY INC,65
SARANAC SINGLE MALT,MATT BREWING COMPANY INC,65
SARANAC TRAMONAY ROUGE,MATT BREWING COMPANY INC,65
SAUCONY CREEK HEXEREI WHITE MAGIC WITBIER,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK HOP SUPLEX ALE,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK KUTZTOWN LAGER,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK MAPLE MISTRESS ALE,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK NORTH RAMP COFFEE STOUT,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK ROXIE'S GOLDEN BANANA ALE,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK SCHNICKELFRITZ MILK STOUT (OPO),SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK STONEFLY INDIA PALE ALE,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY CREEK THE SAUCONY SESSIONS ALE,SAUCONY CREEK BREWING COMPANY LLC,967
SAUCONY XRESERVE BEER,SAUCONY CREEK BREWING COMPANY LLC,967
SCALDIS AMBER,VINO.COM LLC,581
SCALDIS BLOND TRIPLE IAN SPECIAL ALE,VINO.COM LLC,581
SCALDIS NOEL,VINO.COM LLC,581
SCALDIS NOEL PREMIUM,VINO.COM LLC,581
SCALDIS PECHE MEL,VINO.COM LLC,581
SCALDIS PRESTIGE,VINO.COM LLC,581
SCALDIS RFERMENTEE BELGIAN SPECIAL ALE,VINO.COM LLC,581
SCARLET LADY ALE E.S.B.,STOUDT BREWING CO INC,34
SCHAEFER BEER,PABST BREWING COMPANY,25
SCHAEFER LIGHT BEER,PABST BREWING COMPANY,25
SCHELL'S OCTOBERFEST,AUGUST SCHELL BREWING COMPANY,144
SCHLENKERLA HELLES LAGERBIER,B UNITED INTERNATIONAL INC,245
SCHLITZ BEER,PABST BREWING COMPANY,25
SCHLITZ HIGH GRAVITY LAGER BEER,PABST BREWING COMPANY,25
SCHLITZ ICE BEER,PABST BREWING COMPANY,25
SCHLITZ LIGHT BEER,PABST BREWING COMPANY,25
SCHLITZ MALT LIQUOR,PABST BREWING COMPANY,25
SCHMIDT'S BEER,PABST BREWING COMPANY,25
SCHMIDT'S ICE BEER,PABST BREWING COMPANY,25
SCHMIDT'S LIGHT BEER,PABST BREWING COMPANY,25
SCHNEIDER AVENTINUS,B UNITED INTERNATIONAL INC,245
SCHNEIDER WEISSE,B UNITED INTERNATIONAL INC,245
SCHNEIDER-BROOKLYNER HOPFEN WEISSE,B UNITED INTERNATIONAL INC,245
SCHOENRAMER FESTBIER,UPLIFTERS SPIRITS,901
SCHOENRAMER GOLD,UPLIFTERS SPIRITS,901
SCHOENRAMER PILS,UPLIFTERS SPIRITS,901
SCHOFFERHOFER GRAPEFRUIT,BINDING BRAUEREI USA INC,534
SCHUYLKILL PUNCH RASPBERRY ALE,PHILADELPHIA BEER WORKS INC,406
SCHWABEN BRAU DAS NATURTRUBE,S & H INDEPENDENT PREMIUM BRANDS LLC,856
SCHWABEN BRAU DAS SCHWARZE,S & H INDEPENDENT PREMIUM BRANDS LLC,856
SCHWABEN BRAU HELLER BOCK,S & H INDEPENDENT PREMIUM BRANDS LLC,856
SCHWABEN BRAU VOLKSFESTBIER,S & H INDEPENDENT PREMIUM BRANDS LLC,856
SCHWARTZ BIER (OPO),C & D BREWING VENTURES INC,543
SCOTCH DE SILLY ALE,WIN-IT-TOO INC,271
